Family,SubFamily,ObjectGroup,ObjectName,Assembly Code,Assembly Description,Description,Type Comments,Type Name,Structural Material,Material,Prediction
Casework,PC Vent100,PC Vent,PC Vent100 [3309684],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent101,PC Vent,PC Vent101 [3309701],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent102,PC Vent,PC Vent102 [3309718],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent103,PC Vent,PC Vent103 [3309735],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent104,PC Vent,PC Vent104 [3309752],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent105,PC Vent,PC Vent105 [3309769],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent106,PC Vent,PC Vent106 [3309786],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent107,PC Vent,PC Vent107 [3309803],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent108,PC Vent,PC Vent108 [3309820],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent109,PC Vent,PC Vent109 [3309855],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent110,PC Vent,PC Vent110 [3309872],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent111,PC Vent,PC Vent111 [3309889],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent112,PC Vent,PC Vent112 [3309906],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent113,PC Vent,PC Vent113 [3309923],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent114,PC Vent,PC Vent114 [3309940],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent115,PC Vent,PC Vent115 [3309957],E2010200,Fixed Casework,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent116,PC Vent,PC Vent116 [3309974],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent117,PC Vent,PC Vent117 [3309991],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent118,PC Vent,PC Vent118 [3310008],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent119,PC Vent,PC Vent119 [3310025],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent120,PC Vent,PC Vent120 [3310042],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent121,PC Vent,PC Vent121 [3310059],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent122,PC Vent,PC Vent122 [3310076],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent131,PC Vent,PC Vent131 [3310229],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent132,PC Vent,PC Vent132 [3310246],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,Vanity Top 2,Vanity Top 1,Vanity Top 2 [5540449],,,MALE TOILET COUNTER TOP,MCR01,Vanity Top 1,,<By Category>,
Casework,PC Vent133,PC Vent,PC Vent133 [5846220],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent134,PC Vent,PC Vent134 [5846237],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent135,PC Vent,PC Vent135 [5846254],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent137,PC Vent,PC Vent137 [5846288],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent138,PC Vent,PC Vent138 [5846305],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent167,PC Vent,PC Vent167 [5847350],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent168,PC Vent,PC Vent168 [5847367],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent169,PC Vent,PC Vent169 [5847384],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,PC Vent170,PC Vent,PC Vent170 [5847401],,,PC VENT BLOCK,MCR01,PC Vent,,<By Category>,
Casework,Urinal Cover1,Urinal Cover,Urinal Cover1 [7575194],C1030400,Fabricated Cabinets & Counters,URINAL MAINTENANCE LEDGE TOP COVER,MCR01,Urinal Cover,,<By Category>,
Casework,Vanity Top 1,Vanity Top 1,Vanity Top 1 [7806635],,,MALE TOILET COUNTER TOP,MCR01,Vanity Top 1,,<By Category>,
Casework,Furniture 1,Furniture 1,Furniture 1 [8560101],,,MALE TOILET COUNTER TOP SIDE PANEL,MCR01,Furniture 1,,<By Category>,
Casework,Mirror Box Up7,Mirror Box Up,Mirror Box Up7 [8565695],,,MALE TOILET MIRROR,MCR01,Mirror Box Up,,<By Category>,
Casework,Mirror Glass7,Mirror Glass,Mirror Glass7 [8565707],,,MALE TOILET MIRROR,MCR01,Mirror Glass,,<By Category>,
Casework,Mirror Box Up14,Mirror Box Up,Mirror Box Up14 [8566760],,,MALE TOILET MIRROR,MCR01,Mirror Box Up,,<By Category>,
Casework,Mirror Glass14,Mirror Glass,Mirror Glass14 [8566772],,,MALE TOILET MIRROR,MCR01,Mirror Glass,,<By Category>,
Casework,Mirror Box Up1,Mirror Box Up,Mirror Box Up1 [8827960],,,TOILET MIRROR,MCR01,Mirror Box Up,,<By Category>,
Casework,Mirror Glass1,Mirror Glass,Mirror Glass1 [8827972],,,MALE TOILET MIRROR,MCR01,Mirror Glass,,<By Category>,
Casework,Mirror Box Up2,Mirror Box Up,Mirror Box Up2 [8829301],,,TOILET MIRROR,MCR01,Mirror Box Up,,<By Category>,
Casework,Mirror Glass2,Mirror Glass,Mirror Glass2 [8829309],,,TOILET MIRROR,MCR01,Mirror Glass,,<By Category>,
Casework,Mirror Box Up3,Mirror Box Up,Mirror Box Up3 [8829431],,,TOILET MIRROR,MCR01,Mirror Box Up,,<By Category>,
Casework,Mirror Glass3,Mirror Glass,Mirror Glass3 [8829439],,,TOILET MIRROR,MCR01,Mirror Glass,,<By Category>,
Casework,Mirror Box Up4,Mirror Box Up,Mirror Box Up4 [8829601],,,TOILET MIRROR,MCR01,Mirror Box Up,,<By Category>,
Casework,Mirror Glass4,Mirror Glass,Mirror Glass4 [8829609],,,TOILET MIRROR,MCR01,Mirror Glass,,<By Category>,
Casework,Mirror Box Up5,Mirror Box Up,Mirror Box Up5 [8829656],,,TOILET MIRROR,MCR01,Mirror Box Up,,<By Category>,
Casework,Mirror Glass5,Mirror Glass,Mirror Glass5 [8829664],,,TOILET MIRROR,MCR01,Mirror Glass,,<By Category>,
Casework,Mirror Box Up6,Mirror Box Up,Mirror Box Up6 [8867950],,,TOILET MIRROR,MCR01,Mirror Box Up,,<By Category>,
Casework,Walls 1,Walls 1,Walls 1 [9721897],,,WALL CAPPING,MCR01,Walls 1,,<By Category>,
Casework,workman rest room cabinetrfa,workman rest room cabinetrfa,workman rest room cabinetrfa [10046003],,,CABINET,MCR01,workman rest room cabinetrfa,,<By Category>,
Casework,pantry cabinet,pantry cabinet,pantry cabinet [10201705],,,CABINET W/ SOLID SURFACE COUNTER TOP,MCR01,pantry cabinet,,<By Category>,
Casework,table,table,table [10208211],,,SOLID SURFACE COUNTER TOP,MCR01,table,,<By Category>,
Casework,Furniture 3,Furniture 3,Furniture 3 [10209723],,,30MM THK TIMBER SUPPORT,MCR01,Furniture 3,,<By Category>,
Casework,Mirror Box Up8,Mirror Box Up,Mirror Box Up8 [10412583],,,TOILET MIRROR,MCR01,Mirror Box Up,,<By Category>,
Casework,Mirror Glass6,Mirror Glass,Mirror Glass6 [10412591],,,TOILET MIRROR,MCR01,Mirror Glass,,<By Category>,
Casework,Mirror Glass8,Mirror Glass,Mirror Glass8 [10424502],,,TOILET MIRROR,MCR01,Mirror Glass,,<By Category>,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3927190],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3927191],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3927201],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3927202],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3927203],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3927204],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3927212],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3927218],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3927639],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3927670],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3929304],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3988638],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3988639],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3988640],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3988641],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3988642],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3988643],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3988644],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3988645],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3988646],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3988647],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3988648],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3988649],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3988731],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3991595],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3991596],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3991597],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [3991608],,,,,,,,
Lighting Fixtures,,,AUS_Arup_Recessed_Rectangular [4110945],,,,,,,,
Lighting Fixtures,,,UFO [4022420],,,,,,,,
Lighting Fixtures,,,UFO [4042431],,,,,,,,
Lighting Fixtures,,,UFO [4042488],,,,,,,,
Lighting Fixtures,,,UFO [4042545],,,,,,,,
Lighting Fixtures,,,UFO [4047600],,,,,,,,
Lighting Fixtures,,,UFO [4047664],,,,,,,,
Lighting Fixtures,,,UFO [4048199],,,,,,,,
Lighting Fixtures,,,UFO [4048348],,,,,,,,
Lighting Fixtures,,,UFO [4048406],,,,,,,,
Lighting Fixtures,,,UFO [4048617],,,,,,,,
Lighting Fixtures,,,UFO [4069966],,,,,,,,
Lighting Fixtures,,,UFO [4069967],,,,,,,,
Lighting Fixtures,,,UFO [4069968],,,,,,,,
Lighting Fixtures,,,UFO [4069969],,,,,,,,
Lighting Fixtures,,,UFO [4069970],,,,,,,,
Lighting Fixtures,,,UFO [4088517],,,,,,,,
Lighting Fixtures,,,UFO [4088550],,,,,,,,
Lighting Fixtures,,,UFO [4088583],,,,,,,,
Lighting Fixtures,,,UFO [4088617],,,,,,,,
Lighting Fixtures,,,UFO [4088651],,,,,,,,
Lighting Fixtures,,,UFO [4088684],,,,,,,,
Lighting Fixtures,,,UFO [4088717],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4069979],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4072112],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4072113],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4072114],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084970],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084971],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084972],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084973],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084974],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084975],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084976],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084977],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084978],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084979],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084980],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084981],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084982],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084983],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084984],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084985],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084986],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084987],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084988],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084989],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084990],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084991],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084992],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084993],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084994],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084995],,,,,,,,
Lighting Fixtures,,,DownLight Toilet [4084996],,,,,,,,
Lighting Fixtures,L01 - 1200mm LED Luminaire With Integrated LED Driver,Arup_Luminaire LED_Suspended_Rect Profile_SG [4108905],Arup_MaintenanceZone_Rectangular [4108906],,,NA,MCR07,Default,,<By Category>,
Lighting Fixtures,L01 - 1200mm LED Luminaire With Integrated LED Driver,Arup_Luminaire LED_Suspended_Rect Profile_SG [4108962],Arup_MaintenanceZone_Rectangular [4108963],,,NA,MCR07,Default,,<By Category>,
Lighting Fixtures,L01 - 1200mm LED Luminaire With Integrated LED Driver,Arup_Luminaire LED_Suspended_Rect Profile_SG [4109015],Arup_MaintenanceZone_Rectangular [4109016],,,NA,MCR07,Default,,<By Category>,
Lighting Fixtures,L01 - 1200mm LED Luminaire With Integrated LED Driver,Arup_Luminaire LED_Suspended_Rect Profile_SG [4109060],Arup_MaintenanceZone_Rectangular [4109061],,,NA,MCR07,Default,,<By Category>,
Lighting Fixtures,,,UFO1 [7840265],,,,,,,,
Lighting Fixtures,,,UFO1 [7991572],,,,,,,,
Lighting Fixtures,,,UFO1 [7991831],,,,,,,,
Lighting Fixtures,,,UFO1 [9440736],,,,,,,,
Lighting Fixtures,Exit Light WT Arrow black color,Wall/Surface,Exit Light WT Arrow black color [8142159],D5020200,Lighting Equipment,Exit Illumination Sign,,Wall/Surface,,,
Lighting Fixtures,Exit Light WT Arrow black color,Wall/Surface,Exit Light WT Arrow black color [8142161],D5020200,Lighting Equipment,Exit Illumination Sign,,Wall/Surface,,,
Lighting Fixtures,Exit Light WT BI Direction,Wall/Surface,Exit Light WT BI Direction [8142160],D5020200,Lighting Equipment,Exit Illumination Sign,,Wall/Surface,,,
Lighting Fixtures,MOTION DETECTOR,Motion Sensor Switches,MOTION DETECTOR [8153049],,,,,Motion Sensor Switches,,,
Lighting Fixtures,MOTION DETECTOR1,Motion Sensor Switches 2,MOTION DETECTOR1 [8158705],,,,,Motion Sensor Switches 2,,,
Lighting Fixtures,MOTION DETECTOR1,Motion Sensor Switches,MOTION DETECTOR1 [8160808],,,,,Motion Sensor Switches,,,
Lighting Fixtures,MOTION DETECTOR1,Motion Sensor Switches,MOTION DETECTOR1 [8161868],,,,,Motion Sensor Switches,,,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1,FXFQ50AVM 2,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1 [3972685],,,Direct Expansion Indoor Cooling Cassette,,FXFQ50AVM 2,,<By Category>,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1,FXFQ50AVM 2,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1 [3988592],,,Direct Expansion Indoor Cooling Cassette,,FXFQ50AVM 2,,<By Category>,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1,FXFQ50AVM 2,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1 [3991589],,,Direct Expansion Indoor Cooling Cassette,,FXFQ50AVM 2,,<By Category>,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1,FXFQ50AVM 2,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1 [3991619],,,Direct Expansion Indoor Cooling Cassette,,FXFQ50AVM 2,,<By Category>,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1,FXFQ50AVM 2,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1 [3991627],,,Direct Expansion Indoor Cooling Cassette,,FXFQ50AVM 2,,<By Category>,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1,PLFY-P32VEM-PA,Arup_MaintenanceZone_Rectangular [3991691],,,NA,MCR07,Default,,<By Category>,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1,PLFY-P32VEM-PA,Arup_MaintenanceZone_Rectangular [3991692],,,NA,MCR07,Default,,<By Category>,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1,PLFY-P32VEM-PA,Arup_MaintenanceZone_Rectangular [3991693],,,NA,MCR07,Default,,<By Category>,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1,PLFY-P32VEM-PA,Arup_MaintenanceZone_Rectangular [3991694],,,NA,MCR07,Default,,<By Category>,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1,PLFY-P32VEM-PA,Arup_MaintenanceZone_Rectangular [3991695],,,NA,MCR07,Default,,<By Category>,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1,PLFY-P32VEM-PA,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1 [3991690],,,Direct Expansion Indoor Cooling Cassette,,PLFY-P32VEM-PA,,<By Category>,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1,FXFQ50AVM,Arup_MaintenanceZone_Rectangular [4024290],,,NA,MCR07,Default,,<By Category>,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1,FXFQ50AVM,Arup_MaintenanceZone_Rectangular [4024291],,,NA,MCR07,Default,,<By Category>,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1,FXFQ50AVM,Arup_MaintenanceZone_Rectangular [4024294],,,NA,MCR07,Default,,<By Category>,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1,FXFQ50AVM,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1 [4024289],,,Direct Expansion Indoor Cooling Cassette,,FXFQ50AVM,,<By Category>,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1,FXFQ50AVM,Arup_MaintenanceZone_Rectangular [4024385],,,NA,MCR07,Default,,<By Category>,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1,FXFQ50AVM,Arup_MaintenanceZone_Rectangular [4024386],,,NA,MCR07,Default,,<By Category>,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1,FXFQ50AVM,Arup_Direct Expansion Indoor_Cassette_Cooling_SG1 [4024384],,,Direct Expansion Indoor Cooling Cassette,,FXFQ50AVM,,<By Category>,
Mechanical Equipment,Cassette Aircon,FXFQ50LUV1,Cassette Aircon [3988598],23-33 37 11,,PEU - Cassette Type,,FXFQ50LUV1,,<By Category>,
Mechanical Equipment,Cassette Aircon,FXFQ50LUV1,Cassette Aircon [3988614],23-33 37 11,,PEU - Cassette Type,,FXFQ50LUV1,,<By Category>,
Mechanical Equipment,Arup_Direct Expansion Indoor_Cassette_Cooling_SG2,FXFQ50AVM 3,Arup_Direct Expansion Indoor_Cassette_Cooling_SG2 [6718821],,,Direct Expansion Indoor Cooling Cassette,,FXFQ50AVM 3,,<By Category>,
Mechanical Equipment,M-ACESSPANEL,450x450,M-ACESSPANEL [9523316],,,Access Panel Size: 450x450,MCR07,450x450,,<By Category>,
Air Terminals,,,Arup_Air Terminals_Supply Diffuser_Ceiling Rect Face Non-Ducted_SG1 [4097632],,,,,,,,
Air Terminals,,,Arup_Air Terminals_Supply Diffuser_Ceiling Rect Face Non-Ducted_SG1 [4108095],,,,,,,,
Air Terminals,,,FIX_AC-Fresh air louver [7548104],,,,,,,,
Air Terminals,,,FIX_AC-Fresh air louver [7552189],,,,,,,,
Air Terminals,,,FIX_AC-Fresh air louver [7552276],,,,,,,,
Ducts,Rectangular Duct,Arup_Duct_GalvanisedSteel_Flanged_RadiusElbow_ShoeBranch,Rectangular Duct [5430571],,,,"Roughness values from CIBSE Guide C Table 4.1. Fittings from UKIMEA template, based on Autodesk OOTB Content - to be checked for DW144 Compliance",Arup_Duct_GalvanisedSteel_Flanged_RadiusElbow_ShoeBranch,,<By Category>,
Fire Alarm Devices,POC_Fire Alarm Visual Indicator,POC_Fire Alarm Visual Indicator,POC_Fire Alarm Visual Indicator [6730547],,,,,POC_Fire Alarm Visual Indicator,,,
Fire Alarm Devices,POC_Fire Alarm Visual Indicator,POC_Fire Alarm Visual Indicator,POC_Fire Alarm Visual Indicator [7089694],,,,,POC_Fire Alarm Visual Indicator,,,
Fire Alarm Devices,POC_Fire Alarm Visual Indicator,POC_Fire Alarm Visual Indicator,POC_Fire Alarm Visual Indicator [7089757],,,,,POC_Fire Alarm Visual Indicator,,,
Fire Alarm Devices,POC_Fire Alarm Visual Indicator1,POC_Fire Alarm Visual Indicator,POC_Fire Alarm Visual Indicator1 [8128038],,,,,POC_Fire Alarm Visual Indicator,,,
Fire Alarm Devices,POC_Fire Alarm Visual Indicator2,POC_Fire Alarm Visual Indicator 2,POC_Fire Alarm Visual Indicator2 [9942464],,,Strobe light,,POC_Fire Alarm Visual Indicator 2,,,
Pipe Accessories,POC_Floor Trap Cover,FT,POC_Floor Trap Cover [6734861],,,Floor Trap Cover,,FT,,,
Pipe Accessories,POC_Floor Trap Cover,FT,POC_Floor Trap Cover [7089563],,,Floor Trap Cover,,FT,,,
Structural Framing,PFC-300*100*46,PFC-300*100*46,PFC-300*100*46 [6973872],,,,,PFC-300*100*46,<By Category>,<By Category>,
Structural Framing,PFC-300*100*46,PFC-300*100*46,PFC-300*100*46 [7246555],,,,,PFC-300*100*46,<By Category>,<By Category>,
Structural Framing,UC152*152*23,UC152*152*23,UC152*152*23 [6972814],,,,,UC152*152*23,<By Category>,<By Category>,
Structural Framing,UC152*152*23,UC152*152*23,UC152*152*23 [6973843],,,,,UC152*152*23,<By Category>,<By Category>,
Structural Framing,UC152*152*23,UC152*152*23,UC152*152*23 [7246382],,,,,UC152*152*23,<By Category>,<By Category>,
Structural Framing,PL4.5x318.4,PL4.5x318.4,PL4.5x318.4 [6972819],,,,,PL4.5x318.4,<By Category>,<By Category>,
Structural Framing,PL4.5x318.4,PL4.5x318.4,PL4.5x318.4 [7246543],,,,,PL4.5x318.4,<By Category>,<By Category>,
Structural Framing,L-50X50X5,L-50X50X5,L-50X50X5 [6972820],,,,,L-50X50X5,<By Category>,<By Category>,
Structural Framing,L-50X50X5,L-50X50X5,L-50X50X5 [7246544],,,,,L-50X50X5,<By Category>,<By Category>,
Structural Framing,L-50X50X5,L-50X50X5,L-50X50X5 [7246545],,,,,L-50X50X5,<By Category>,<By Category>,
Structural Framing,PLT4.5x35,PLT4.5x35,PLT4.5x35 [6972826],,,,,PLT4.5x35,<By Category>,<By Category>,
Structural Framing,PLT4.5x35,PLT4.5x35,PLT4.5x35 [6972976],,,,,PLT4.5x35,<By Category>,<By Category>,
Structural Framing,PLT4.5x35,PLT4.5x35,PLT4.5x35 [6973880],,,,,PLT4.5x35,<By Category>,<By Category>,
Structural Framing,PLT4.5x35,PLT4.5x35,PLT4.5x35 [7246419],,,,,PLT4.5x35,<By Category>,<By Category>,
Structural Framing,PLT10x300,PLT10x300,PLT10x300 [6972837],,,,,PLT10x300,<By Category>,<By Category>,
Structural Framing,PLT10x300,PLT10x300,PLT10x300 [7246402],,,,,PLT10x300,<By Category>,<By Category>,
Structural Framing,D1,D1,D1 [6972849],,,,,D1,<By Category>,<By Category>,
Structural Framing,D1,D1,D1 [6973069],,,,,D1,<By Category>,<By Category>,
Structural Framing,PD24x1,PD24x1,PD24x1 [7246460],,,,,PD24x1,<By Category>,<By Category>,
Structural Framing,PD24x1,PD24x1,PD24x1 [7246461],,,,,PD24x1,<By Category>,<By Category>,
Structural Framing,4.5x1440,4.5x1440,4.5x1440 [6972975],,,,,4.5x1440,<By Category>,<By Category>,
Structural Framing,Ø50x3.2,Ø50x3.2,Ø50x3.2 [6972982],,,,,Ø50x3.2,<By Category>,<By Category>,
Structural Framing,Ø50x3.1,Ø50x3.1,Ø50x3.1 [7246580],,,,,Ø50x3.1,<By Category>,<By Category>,
Structural Framing,PL4.5x1340,PL4.5x1340,PL4.5x1340 [6973017],,,,,PL4.5x1340,<By Category>,<By Category>,
Structural Framing,PLT10x150,PLT10x150,PLT10x150 [7246553],,,,,PLT10x150,<By Category>,<By Category>,
Structural Framing,PLT10x150,PLT10x150,PLT10x150 [7246556],,,,,PLT10x150,<By Category>,<By Category>,
Structural Framing,PLT10x91,PLT10x91,PLT10x91 [6973099],,,,,PLT10x91,<By Category>,<By Category>,
Structural Framing,PLT10x91,PLT10x91,PLT10x91 [6973102],,,,,PLT10x91,<By Category>,<By Category>,
Structural Framing,PLT10x360,PLT10x360,PLT10x360 [6973844],,,,,PLT10x360,<By Category>,<By Category>,
Structural Framing,4.5x1448.8,4.5x1448.8,4.5x1448.8 [6973873],,,,,4.5x1448.8,<By Category>,<By Category>,
Structural Framing,PLT10x1,PLT10x1,PLT10x1 [6973915],,,,,PLT10x1,<By Category>,<By Category>,
Structural Framing,PLT10x1,PLT10x1,PLT10x1 [7246448],,,,,PLT10x1,<By Category>,<By Category>,
Structural Framing,D2,D2,D2 [6973917],,,,,D2,<By Category>,<By Category>,
Structural Framing,PLT20x165,PLT20x165,PLT20x165 [6974013],,,,,PLT20x165,<By Category>,<By Category>,
Structural Framing,T-Tees,T15x40,T-Tees [7222195],,,,,T15x40,"Metal, Powder Coated, White",<By Category>,
Structural Framing,T-Tees,T15x40,T-Tees [9458595],,,,,T15x40,"Metal, Powder Coated, White",<By Category>,
Structural Framing,4.5x1458.8,4.5x1458.8,4.5x1458.8 [7246401],,,,,4.5x1458.8,<By Category>,<By Category>,
Structural Framing,L-Angles,L15x40,L-Angles [7256791],,,,,L15x40,"Metal, Powder Coated, White",<By Category>,
Structural Framing,L-Angles,L15x40,L-Angles [7261581],,,,,L15x40,"Metal, Powder Coated, White",<By Category>,
Structural Framing,PFC-Parallel Flange Channels,PFC200x90x30,PFC-Parallel Flange Channels [8408777],B1020362,Steel Beams w/ Steel Joists,S355 JR,,PFC200x90x30,Metal - Steel - 345 MPa,<By Category>,
Structural Framing,C-Channels,aC203x89,C-Channels [8413892],,,,,aC203x89,Metal - Steel - 345 MPa,<By Category>,
