"Family","SubFamily","ObjectGroup","ObjectName","ObjectID","Assembly Code","Assembly Description","Description","Type Comments","Type Name","Structural Material","Material"
"Electrical Equipment","ACM_ELEC_DB","DB-SS","ACM_ELEC_DB","[3315249]","","","","","DB-SS","",""
"Cable Trays","","","Cable Tray with Fittings","[3344581]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3344920]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3348233]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3349290]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3349435]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3349581]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3413355]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3414386]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3414745]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3415799]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3416019]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3416284]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3416486]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3429989]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3447808]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3447923]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3573919]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3573931]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3701098]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3771730]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3771736]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3772090]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3772477]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3772479]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3775953]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3776670]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3779910]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3782378]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3783444]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3787152]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3787274]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3791948]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3797863]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3797864]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3806948]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3808489]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3809220]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816182]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816183]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816184]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816186]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816205]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816206]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816207]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816208]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816209]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816210]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816211]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816220]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816222]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816224]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816226]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816228]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816230]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816232]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816234]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816236]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816238]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816239]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816241]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816243]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816244]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816246]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816247]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816256]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816257]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816259]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816260]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816619]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816620]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816622]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816623]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816625]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816627]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816628]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[3816630]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4016914]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4018002]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4018070]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4018345]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4018423]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4265652]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4265887]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4266045]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4266051]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4266425]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4266481]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4266615]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4266642]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4266649]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4266654]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4268777]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4269154]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4269160]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4269165]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4269192]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4269198]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4269241]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4269447]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4269456]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4380751]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4381886]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4422168]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4422221]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4422377]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4422674]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4422707]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4422748]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4422764]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4423009]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4423109]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4423345]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4423741]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4423757]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4423784]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4423797]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4423822]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4423851]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4423858]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4423908]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4423934]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4424428]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4424435]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4424782]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4424819]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4424861]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4424957]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4425036]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4425364]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4425651]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4425674]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4425775]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4426058]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4426588]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4426814]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4426843]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4426856]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4427189]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4427693]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4427712]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4428060]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4428745]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4429286]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4429403]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4429566]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4429630]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4429638]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4429673]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4429783]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4430785]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4430938]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4430944]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4431162]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4431187]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4431962]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4432129]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4432183]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4432341]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4432740]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4432749]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4432797]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4432809]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4433217]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4433229]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4433246]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4433271]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4433280]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4433290]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4433373]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4433481]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4433684]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4433721]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4434274]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4434299]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4434704]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4434714]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4434743]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4434753]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[4434787]","","","","","","","",""
