"Family","SubFamily","ObjectGroup","ObjectName","ObjectID","Assembly Code","Assembly Description","Description","Type Comments","Type Name","Structural Material","Material"
"Mechanical Equipment","PB_SANI_Ejector Pump_Vertical Discharge_Non-Hosted","SANI","PB_SANI_Ejector Pump_Vertical Discharge_Non-Hosted","[913675]","","","","","SANI","",""
"Pipes","","","Pipe Types","[1447551]","","","","","","","",""
"Pipes","","","Pipe Types","[1448265]","","","","","","","",""
"Pipes","","","Pipe Types","[1448266]","","","","","","","",""
"Pipes","","","Pipe Types","[1448422]","","","","","","","",""
"Pipes","","","Pipe Types","[1448423]","","","","","","","",""
"Pipes","","","Pipe Types","[1448584]","","","","","","","",""
"Pipes","","","Pipe Types","[1448585]","","","","","","","",""
"Pipes","","","Pipe Types","[1448863]","","","","","","","",""
"Pipes","","","Pipe Types","[1448864]","","","","","","","",""
"Pipes","","","Pipe Types","[1449185]","","","","","","","",""
"Pipes","","","Pipe Types","[1449186]","","","","","","","",""
"Pipes","","","Pipe Types","[1449726]","","","","","","","",""
"Pipes","","","Pipe Types","[1449727]","","","","","","","",""
"Pipes","","","Pipe Types","[1449981]","","","","","","","",""
"Pipes","","","Pipe Types","[1449982]","","","","","","","",""
"Pipes","","","Pipe Types","[1450260]","","","","","","","",""
"Pipes","","","Pipe Types","[1450261]","","","","","","","",""
"Pipes","","","Pipe Types","[1662882]","","","","","","","",""
"Pipes","","","Pipe Types","[1662883]","","","","","","","",""
"Pipes","","","Pipe Types","[1672077]","","","","","","","",""
"Pipes","","","Pipe Types","[1672078]","","","","","","","",""
"Pipes","","","Pipe Types","[1672111]","","","","","","","",""
"Pipes","","","Pipe Types","[1672112]","","","","","","","",""
"Pipes","","","Pipe Types","[1705863]","","","","","","","",""
"Pipes","","","Pipe Types","[1705864]","","","","","","","",""
"Pipes","","","Pipe Types","[1706237]","","","","","","","",""
"Pipes","","","Pipe Types","[1706238]","","","","","","","",""
"Pipes","","","Pipe Types","[1706247]","","","","","","","",""
"Pipes","","","Pipe Types","[1706248]","","","","","","","",""
"Pipes","","","Pipe Types","[1706572]","","","","","","","",""
"Pipes","","","Pipe Types","[1706573]","","","","","","","",""
"Pipes","","","Pipe Types","[1712914]","","","","","","","",""
"Pipes","","","Pipe Types","[1712915]","","","","","","","",""
"Pipes","","","Pipe Types","[1728976]","","","","","","","",""
"Pipes","","","Pipe Types","[1728977]","","","","","","","",""
"Pipes","","","Pipe Types","[1859444]","","","","","","","",""
"Pipes","","","Pipe Types","[1859445]","","","","","","","",""
"Pipes","","","Pipe Types","[1859495]","","","","","","","",""
"Pipes","","","Pipe Types","[1859496]","","","","","","","",""
"Pipes","","","Pipe Types","[1867307]","","","","","","","",""
"Pipes","","","Pipe Types","[1867308]","","","","","","","",""
"Pipes","","","Pipe Types","[1870033]","","","","","","","",""
"Pipes","","","Pipe Types","[1870034]","","","","","","","",""
"Pipes","","","Pipe Types","[1871510]","","","","","","","",""
"Pipes","","","Pipe Types","[1871511]","","","","","","","",""
"Pipes","","","Pipe Types","[1871939]","","","","","","","",""
"Pipes","","","Pipe Types","[1871940]","","","","","","","",""
"Pipes","","","Pipe Types","[1871949]","","","","","","","",""
"Pipes","","","Pipe Types","[1871950]","","","","","","","",""
"Pipes","","","Pipe Types","[1874977]","","","","","","","",""
"Pipes","","","Pipe Types","[1874978]","","","","","","","",""
"Pipes","","","Pipe Types","[1878922]","","","","","","","",""
"Pipes","","","Pipe Types","[1878924]","","","","","","","",""
"Pipes","","","Pipe Types","[1879317]","","","","","","","",""
"Pipes","","","Pipe Types","[1879319]","","","","","","","",""
"Pipes","","","Pipe Types","[1950261]","","","","","","","",""
"Pipes","","","Pipe Types","[1950262]","","","","","","","",""
"Pipes","","","Pipe Types","[1950831]","","","","","","","",""
"Pipes","","","Pipe Types","[1950832]","","","","","","","",""
"Pipes","","","Pipe Types","[1950833]","","","","","","","",""
"Pipes","","","Pipe Types","[1950834]","","","","","","","",""
"Pipes","","","Pipe Types","[1950837]","","","","","","","",""
"Pipes","","","Pipe Types","[1950838]","","","","","","","",""
"Pipes","","","Pipe Types","[1950841]","","","","","","","",""
"Pipes","","","Pipe Types","[1950842]","","","","","","","",""
"Pipes","","","Pipe Types","[1950856]","","","","","","","",""
"Pipes","","","Pipe Types","[1950857]","","","","","","","",""
"Pipes","","","Pipe Types","[1950860]","","","","","","","",""
"Pipes","","","Pipe Types","[1950861]","","","","","","","",""
"Pipes","","","Pipe Types","[1965706]","","","","","","","",""
"Pipes","","","Pipe Types","[1965707]","","","","","","","",""
"Pipes","","","Pipe Types","[1966658]","","","","","","","",""
"Pipes","","","Pipe Types","[1966659]","","","","","","","",""
"Pipes","","","Pipe Types","[1966666]","","","","","","","",""
"Pipes","","","Pipe Types","[1966667]","","","","","","","",""
"Pipes","","","Pipe Types","[1966711]","","","","","","","",""
"Pipes","","","Pipe Types","[1966712]","","","","","","","",""
"Pipes","","","Pipe Types","[1979583]","","","","","","","",""
"Pipes","","","Pipe Types","[1979584]","","","","","","","",""
"Pipes","","","Pipe Types","[1984753]","","","","","","","",""
"Pipes","","","Pipe Types","[1984754]","","","","","","","",""
"Pipes","","","Pipe Types","[1984808]","","","","","","","",""
"Pipes","","","Pipe Types","[1984809]","","","","","","","",""
"Pipes","","","Pipe Types","[1998566]","","","","","","","",""
"Pipes","","","Pipe Types","[1998567]","","","","","","","",""
"Pipes","","","Pipe Types","[2003885]","","","","","","","",""
"Pipes","","","Pipe Types","[2003886]","","","","","","","",""
"Pipes","","","Pipe Types","[2003896]","","","","","","","",""
"Pipes","","","Pipe Types","[2003897]","","","","","","","",""
"Pipes","","","Pipe Types","[2003899]","","","","","","","",""
"Pipes","","","Pipe Types","[2003900]","","","","","","","",""
"Pipes","","","Pipe Types","[2003905]","","","","","","","",""
"Pipes","","","Pipe Types","[2003906]","","","","","","","",""
"Pipes","","","Pipe Types","[2003916]","","","","","","","",""
"Pipes","","","Pipe Types","[2003917]","","","","","","","",""
"Pipes","","","Pipe Types","[2003919]","","","","","","","",""
"Pipes","","","Pipe Types","[2003920]","","","","","","","",""
"Pipes","","","Pipe Types","[2003921]","","","","","","","",""
"Pipes","","","Pipe Types","[2003922]","","","","","","","",""
"Pipes","","","Pipe Types","[2003932]","","","","","","","",""
"Pipes","","","Pipe Types","[2003933]","","","","","","","",""
"Pipes","","","Pipe Types","[2003935]","","","","","","","",""
"Pipes","","","Pipe Types","[2003936]","","","","","","","",""
"Pipes","","","Pipe Types","[2014980]","","","","","","","",""
"Pipes","","","Pipe Types","[2014981]","","","","","","","",""
"Pipes","","","Pipe Types","[2026866]","","","","","","","",""
"Pipes","","","Pipe Types","[2026867]","","","","","","","",""
"Pipes","","","Pipe Types","[2032642]","","","","","","","",""
"Pipes","","","Pipe Types","[2032643]","","","","","","","",""
"Pipes","","","Pipe Types","[2032854]","","","","","","","",""
"Pipes","","","Pipe Types","[2032855]","","","","","","","",""
"Pipes","","","Pipe Types","[2069325]","","","","","","","",""
"Pipes","","","Pipe Types","[2069326]","","","","","","","",""
"Pipes","","","Pipe Types","[2071075]","","","","","","","",""
"Pipes","","","Pipe Types","[2071076]","","","","","","","",""
"Pipes","","","Pipe Types","[2071309]","","","","","","","",""
"Pipes","","","Pipe Types","[2071310]","","","","","","","",""
"Pipes","","","Pipe Types","[2071490]","","","","","","","",""
"Pipes","","","Pipe Types","[2071491]","","","","","","","",""
"Pipes","","","Pipe Types","[2081698]","","","","","","","",""
"Pipes","","","Pipe Types","[2081699]","","","","","","","",""
"Pipes","","","Pipe Types","[2082079]","","","","","","","",""
"Pipes","","","Pipe Types","[2082080]","","","","","","","",""
"Pipes","","","Pipe Types","[2083038]","","","","","","","",""
"Pipes","","","Pipe Types","[2083039]","","","","","","","",""
"Pipes","","","Pipe Types","[2091317]","","","","","","","",""
"Pipes","","","Pipe Types","[2091318]","","","","","","","",""
"Pipes","","","Pipe Types","[2091423]","","","","","","","",""
"Pipes","","","Pipe Types","[2091424]","","","","","","","",""
"Pipes","","","Pipe Types","[2091441]","","","","","","","",""
"Pipes","","","Pipe Types","[2091442]","","","","","","","",""
"Pipes","","","Pipe Types","[2093196]","","","","","","","",""
"Pipes","","","Pipe Types","[2093197]","","","","","","","",""
"Pipes","","","Pipe Types","[2093360]","","","","","","","",""
"Pipes","","","Pipe Types","[2093361]","","","","","","","",""
"Pipes","","","Pipe Types","[2093384]","","","","","","","",""
"Pipes","","","Pipe Types","[2093385]","","","","","","","",""
"Pipes","","","Pipe Types","[2093453]","","","","","","","",""
"Pipes","","","Pipe Types","[2093454]","","","","","","","",""
"Pipes","","","Pipe Types","[2093878]","","","","","","","",""
"Pipes","","","Pipe Types","[2093879]","","","","","","","",""
"Pipes","","","Pipe Types","[2093881]","","","","","","","",""
"Pipes","","","Pipe Types","[2093882]","","","","","","","",""
"Pipes","","","Pipe Types","[2093883]","","","","","","","",""
"Pipes","","","Pipe Types","[2093884]","","","","","","","",""
"Pipes","","","Pipe Types","[2101535]","","","","","","","",""
"Pipes","","","Pipe Types","[2101536]","","","","","","","",""
"Pipes","","","Pipe Types","[2101738]","","","","","","","",""
"Pipes","","","Pipe Types","[2101739]","","","","","","","",""
"Pipes","","","Pipe Types","[2104831]","","","","","","","",""
"Pipes","","","Pipe Types","[2104832]","","","","","","","",""
"Pipes","","","Pipe Types","[2109552]","","","","","","","",""
"Pipes","","","Pipe Types","[2109553]","","","","","","","",""
"Pipes","","","Pipe Types","[2109992]","","","","","","","",""
"Pipes","","","Pipe Types","[2109993]","","","","","","","",""
"Pipes","","","Pipe Types","[2114455]","","","","","","","",""
"Pipes","","","Pipe Types","[2114456]","","","","","","","",""
"Pipes","","","Pipe Types","[2114544]","","","","","","","",""
"Pipes","","","Pipe Types","[2114545]","","","","","","","",""
"Pipes","","","Pipe Types","[2114669]","","","","","","","",""
"Pipes","","","Pipe Types","[2114670]","","","","","","","",""
"Pipes","","","Pipe Types","[2114672]","","","","","","","",""
"Pipes","","","Pipe Types","[2114673]","","","","","","","",""
"Pipes","","","Pipe Types","[2114903]","","","","","","","",""
"Pipes","","","Pipe Types","[2114904]","","","","","","","",""
"Pipes","","","Pipe Types","[2114917]","","","","","","","",""
"Pipes","","","Pipe Types","[2114918]","","","","","","","",""
"Pipes","","","Pipe Types","[2114931]","","","","","","","",""
"Pipes","","","Pipe Types","[2114932]","","","","","","","",""
"Pipes","","","Pipe Types","[2114945]","","","","","","","",""
"Pipes","","","Pipe Types","[2114946]","","","","","","","",""
"Pipes","","","Pipe Types","[2114959]","","","","","","","",""
"Pipes","","","Pipe Types","[2114960]","","","","","","","",""
"Pipes","","","Pipe Types","[2114973]","","","","","","","",""
"Pipes","","","Pipe Types","[2114974]","","","","","","","",""
"Pipes","","","Pipe Types","[2114987]","","","","","","","",""
"Pipes","","","Pipe Types","[2114988]","","","","","","","",""
"Pipes","","","Pipe Types","[2115001]","","","","","","","",""
"Pipes","","","Pipe Types","[2115002]","","","","","","","",""
"Pipes","","","Pipe Types","[2115015]","","","","","","","",""
"Pipes","","","Pipe Types","[2115016]","","","","","","","",""
"Pipes","","","Pipe Types","[2115029]","","","","","","","",""
"Pipes","","","Pipe Types","[2115030]","","","","","","","",""
"Pipes","","","Pipe Types","[2115462]","","","","","","","",""
"Pipes","","","Pipe Types","[2115463]","","","","","","","",""
"Pipes","","","Pipe Types","[2115795]","","","","","","","",""
"Pipes","","","Pipe Types","[2115796]","","","","","","","",""
"Pipes","","","Pipe Types","[2115802]","","","","","","","",""
"Pipes","","","Pipe Types","[2115803]","","","","","","","",""
"Pipes","","","Pipe Types","[2115853]","","","","","","","",""
"Pipes","","","Pipe Types","[2115854]","","","","","","","",""
"Pipes","","","Pipe Types","[2115866]","","","","","","","",""
"Pipes","","","Pipe Types","[2115867]","","","","","","","",""
"Pipes","","","Pipe Types","[2115895]","","","","","","","",""
"Pipes","","","Pipe Types","[2115896]","","","","","","","",""
"Pipes","","","Pipe Types","[2115924]","","","","","","","",""
"Pipes","","","Pipe Types","[2115925]","","","","","","","",""
"Pipes","","","Pipe Types","[2115953]","","","","","","","",""
"Pipes","","","Pipe Types","[2115954]","","","","","","","",""
"Pipes","","","Pipe Types","[2117710]","","","","","","","",""
"Pipes","","","Pipe Types","[2117711]","","","","","","","",""
"Pipes","","","Pipe Types","[2118712]","","","","","","","",""
"Pipes","","","Pipe Types","[2118713]","","","","","","","",""
"Pipes","","","Pipe Types","[2118726]","","","","","","","",""
"Pipes","","","Pipe Types","[2118727]","","","","","","","",""
"Pipes","","","Pipe Types","[2118781]","","","","","","","",""
"Pipes","","","Pipe Types","[2118782]","","","","","","","",""
"Pipes","","","Pipe Types","[2122710]","","","","","","","",""
"Pipes","","","Pipe Types","[2122711]","","","","","","","",""
"Pipes","","","Pipe Types","[2127776]","","","","","","","",""
"Pipes","","","Pipe Types","[2127777]","","","","","","","",""
"Pipes","","","Pipe Types","[2133864]","","","","","","","",""
"Pipes","","","Pipe Types","[2133865]","","","","","","","",""
"Pipes","","","Pipe Types","[2134419]","","","","","","","",""
"Pipes","","","Pipe Types","[2134420]","","","","","","","",""
"Pipes","","","Pipe Types","[2186182]","","","","","","","",""
"Pipes","","","Pipe Types","[2186183]","","","","","","","",""
"Pipes","","","Pipe Types","[2208764]","","","","","","","",""
"Pipes","","","Pipe Types","[2208765]","","","","","","","",""
"Pipes","","","Pipe Types","[2209398]","","","","","","","",""
"Pipes","","","Pipe Types","[2209399]","","","","","","","",""
"Pipes","","","Pipe Types","[2209654]","","","","","","","",""
"Pipes","","","Pipe Types","[2209655]","","","","","","","",""
"Pipes","","","Pipe Types","[2209784]","","","","","","","",""
"Pipes","","","Pipe Types","[2209785]","","","","","","","",""
"Pipes","","","Pipe Types","[2223277]","","","","","","","",""
"Pipes","","","Pipe Types","[2223278]","","","","","","","",""
"Pipes","","","Pipe Types","[2242422]","","","","","","","",""
"Pipes","","","Pipe Types","[2242423]","","","","","","","",""
"Pipes","","","Pipe Types","[2278928]","","","","","","","",""
"Pipes","","","Pipe Types","[2278929]","","","","","","","",""
"Pipes","","","Pipe Types","[2299519]","","","","","","","",""
"Pipes","","","Pipe Types","[2299520]","","","","","","","",""
"Pipes","","","Pipe Types","[2303331]","","","","","","","",""
"Pipes","","","Pipe Types","[2303332]","","","","","","","",""
"Pipes","","","Pipe Types","[2348266]","","","","","","","",""
"Pipes","","","Pipe Types","[2348267]","","","","","","","",""
"Pipes","","","Pipe Types","[2348288]","","","","","","","",""
"Pipes","","","Pipe Types","[2348289]","","","","","","","",""
"Pipes","","","Pipe Types","[2349283]","","","","","","","",""
"Pipes","","","Pipe Types","[2349284]","","","","","","","",""
"Pipes","","","Pipe Types","[2349401]","","","","","","","",""
"Pipes","","","Pipe Types","[2349402]","","","","","","","",""
"Pipes","","","Pipe Types","[2349530]","","","","","","","",""
"Pipes","","","Pipe Types","[2349531]","","","","","","","",""
"Pipes","","","Pipe Types","[2350436]","","","","","","","",""
"Pipes","","","Pipe Types","[2350437]","","","","","","","",""
"Pipes","","","Pipe Types","[2366749]","","","","","","","",""
"Pipes","","","Pipe Types","[2366750]","","","","","","","",""
"Pipes","","","Pipe Types","[2368646]","","","","","","","",""
"Pipes","","","Pipe Types","[2368647]","","","","","","","",""
"Pipes","","","Pipe Types","[2368648]","","","","","","","",""
"Pipes","","","Pipe Types","[2368649]","","","","","","","",""
"Pipes","","","Pipe Types","[2368652]","","","","","","","",""
"Pipes","","","Pipe Types","[2368653]","","","","","","","",""
"Pipes","","","Pipe Types","[2368658]","","","","","","","",""
"Pipes","","","Pipe Types","[2368659]","","","","","","","",""
"Pipes","","","Pipe Types","[2370551]","","","","","","","",""
"Pipes","","","Pipe Types","[2370552]","","","","","","","",""
"Pipes","","","Pipe Types","[2372468]","","","","","","","",""
"Pipes","","","Pipe Types","[2372469]","","","","","","","",""
"Pipes","","","Pipe Types","[2376156]","","","","","","","",""
"Pipes","","","Pipe Types","[2376157]","","","","","","","",""
"Pipes","","","Pipe Types","[2377559]","","","","","","","",""
"Pipes","","","Pipe Types","[2377560]","","","","","","","",""
"Pipes","","","Pipe Types","[2387041]","","","","","","","",""
"Pipes","","","Pipe Types","[2387042]","","","","","","","",""
"Pipes","","","Pipe Types","[2396960]","","","","","","","",""
"Pipes","","","Pipe Types","[2396961]","","","","","","","",""
